Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
doctor_day2_evening_billiard_room_captain_mask_aa07feac	doctor	I am simply not sure what we ought to do about it.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	435	doctor "[what]"
doctor_day2_evening_billiard_room_captain_mask_5210a77d	captain	Well, it would be difficult to leave now, in the middle of the night.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	441	captain "[what]"
doctor_day2_evening_billiard_room_captain_mask_e1b162f8	captain	So we should at least be prepared to spend one more night here.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	441	captain "[what]"
doctor_day2_evening_billiard_room_captain_mask_5f5e2780	captain	And attempting to confide in more people could be dangerous.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	441	captain "[what]"
doctor_day2_evening_billiard_room_captain_mask_680309c2	captain	Lady Claythorn may not be acting alone in this enterprise.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	441	captain "[what]"
doctor_day2_evening_billiard_room_captain_mask_1c8adbd8	captain	If we confront her, she will become suspicious and it will be even harder to escape this place.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	441	captain "[what]"
doctor_day2_evening_billiard_room_captain_mask_9ec69397	captain	We must take every precaution we can.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	441	captain "[what]"
doctor_day2_evening_billiard_room_captain_mask_ca3d76f5	doctor	I agree, but what do you suggest we do?	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	455	doctor "[what]"
doctor_day2_evening_billiard_room_captain_mask_1a426224		I believe we should not sleep alone tonight.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	459	"[what]"
doctor_day2_evening_billiard_room_captain_mask_35ea4498		Come and share my room.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	459	"[what]"
doctor_day2_evening_billiard_room_captain_mask_617a0299		There is a perfectly decent sofa, and we shall be within earshot of one another.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	459	"[what]"
doctor_day2_evening_billiard_room_captain_mask_5be15203		If anything happens, at least we shall not be taken unawares.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	459	"[what]"
doctor_day2_evening_billiard_room_captain_mask_8e205757		I am not sure I like this idea.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	469	"[what]"
doctor_day2_evening_billiard_room_captain_mask_d041b6dc		Yet, it may be the best chance I have of surviving this weekend.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	469	"[what]"
doctor_day2_evening_billiard_room_captain_mask_dbb2607e		On the other hand, it forces me to trust Sushil Sinha with my life.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	469	"[what]"
doctor_day2_evening_billiard_room_captain_mask_c57c6b69		I am not sure that I can do that.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	469	"[what]"
doctor_day2_evening_captain_sleep_yes_b44fa237	doctor	You are right.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	491	doctor "[what]"
doctor_day2_evening_captain_sleep_yes_174b21c8	doctor	It would be foolish to ignore the danger.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	491	doctor "[what]"
doctor_day2_evening_captain_sleep_yes_53d5dbc8	doctor	I think it is better if we stay together.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	491	doctor "[what]"
doctor_day2_evening_captain_sleep_yes_39aa109e	captain	Good.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	499	captain "[what]"
doctor_day2_evening_captain_sleep_yes_f823863d	captain	You can collect whatever you need from your room, then you may settle on my sofa.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	499	captain "[what]"
doctor_day2_evening_captain_sleep_yes_8ad5e507	captain	Between us, I doubt anyone will find us easy prey.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	499	captain "[what]"
doctor_day2_evening_captain_sleep_yes_d14a09e6		It is not an arrangement with which I feel entirely at ease.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	507	"[what]"
doctor_day2_evening_captain_sleep_yes_836ebe85		Yet I feel a little less exposed than before at least.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	507	"[what]"
doctor_day2_evening_captain_sleep_yes_26e8262a		I return briefly to my own room to gather my things, then I join Sushil Sinha in his.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	507	"[what]"
doctor_day2_evening_captain_sleep_yes_411e87a2	captain	Well, it is rather late, so I suppose we had best settle for sleep.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	517	captain "[what]"
doctor_day2_evening_captain_sleep_yes_9f63138b	captain	You can take the sofa, or if you find it too uncomfortable, there is space enough in the bed.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	517	captain "[what]"
doctor_day2_evening_captain_sleep_yes_3b9f13e6	captain	I have slept in worse conditions, so I do not mind.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	517	captain "[what]"
doctor_day2_evening_captain_sleep_yes_d2946e9c	doctor	The sofa will do very well, thank you.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	525	doctor "[what]"
doctor_day2_evening_captain_sleep_yes_69248490	doctor	I doubt I shall sleep much in any case.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	525	doctor "[what]"
doctor_day2_evening_captain_sleep_yes_cf7620d5		There is no point in attempting anything further tonight.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	531	"[what]"
doctor_day2_evening_captain_sleep_yes_ea87ce05		So we bid each other good night and resign ourselves to hope for the best.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	531	"[what]"
doctor_day2_evening_captain_sleep_yes_6c5a0b8d		Before closing my eyes, I see Sushil Sinha place a revolver upon his bedside table.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	531	"[what]"
doctor_day2_evening_captain_sleep_yes_37fccf1d		The sight troubles me as much as it makes me feel safer.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	531	"[what]"
doctor_day2_evening_captain_sleep_options_607d699a		Now that I have settled, the cravings grow stronger than ever.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	552	"[what]"
doctor_day2_evening_captain_sleep_options_5a1090a2		I toss and turn upon the sofa, praying for the light of day.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	552	"[what]"
doctor_day2_evening_captain_sleep_options_5222352e		After what feels like an eternity, I finally fall asleep.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	552	"[what]"
doctor_day2_evening_captain_sleep_options_e480148a		Now that I am alone with my thoughts, every possible scenario runs through my mind.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	562	"[what]"
doctor_day2_evening_captain_sleep_options_7ad2e428		I feel certain I shall never fall asleep, yet at some point I do.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	562	"[what]"
doctor_day2_evening_captain_sleep_no_0fb27d7a	doctor	I am grateful for your concern, Captain, but I would rather not impose upon you.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	573	doctor "[what]"
doctor_day2_evening_captain_sleep_no_f1f2632b	doctor	I shall manage well enough in my own room.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	573	doctor "[what]"
doctor_day2_evening_captain_sleep_no_1d9f018a	captain	As you wish.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	579	captain "[what]"
doctor_day2_evening_captain_sleep_no_331a68b4	captain	I cannot compel you.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	579	captain "[what]"
doctor_day2_evening_captain_sleep_no_fc00155c	captain	But at least lock your door.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	579	captain "[what]"
doctor_day2_evening_captain_sleep_no_b91c96e5	captain	I would rather not discover we have misjudged the danger come morning.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	579	captain "[what]"
doctor_day2_evening_captain_sleep_no_93e41e64		I nod, though my resolve feels far less steady than I should like.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	589	"[what]"
doctor_day2_evening_captain_sleep_no_f958772f		If I insist upon facing the night alone, I must be ready for whatever it may bring.	game/scripts/doctor/Day 2/3_Evening/2_billiard_room.rpy	589	"[what]"
doctor_day2_evening_exploration_6148b956		I now find myself faced with several courses of action.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	9	"[what]"
doctor_day2_evening_exploration_28775a97		The most obvious would be to remain here in my room and wait for the morning.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	9	"[what]"
doctor_day2_evening_exploration_a661af29		I could even move some furniture against the door to make certain no one can enter.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	9	"[what]"
doctor_day2_evening_exploration_e2243906		Yet that, too, feels dangerous. There are other ways for someone to reach me.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	9	"[what]"
doctor_day2_evening_exploration_36822b6c		The alternative is to attempt to discover who wrote that note to Samuel Manning.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	9	"[what]"
doctor_day2_evening_exploration_09d9a4a4		That is the person I ought to fear.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	9	"[what]"
doctor_day2_evening_exploration_4193701a		Everything points towards Lady Claythorn, yet I cannot be sure.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	9	"[what]"
doctor_day2_evening_exploration_1df57049		If only I could trust at least one other person, I might ask for their assistance.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	9	"[what]"
doctor_day2_evening_exploration_8d4ec0d1		It would be safer to investigate in company, but in whom ought I place my trust?	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	9	"[what]"
doctor_day2_evening_exploration_908b1537		It would be ideal to have someone implicitly trustworthy, like a judge.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	9	"[what]"
doctor_day2_evening_exploration_157e28d7		But everyone here appears suspicious to me.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	9	"[what]"
doctor_day2_evening_exploration_95134a01		I might turn to Andrew. After the time we have spent together, I find it hard to picture him as a likely culprit.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	35	"[what]"
doctor_day2_evening_exploration_9a5ba9ec		He is probably downstairs with the staff at present, unless he has already retired for the night.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	35	"[what]"
doctor_day2_evening_exploration_d6f4a4fc		By good fortune, I already know Nurse Rosalind Marsh. That acquaintance makes me more comfortable about approaching her.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	43	"[what]"
doctor_day2_evening_exploration_de1bc941		I also have to manage symptoms of withdrawal.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	49	"[what]"
doctor_day2_evening_exploration_4df9bb17		My hands tremble, and I am sweating more than is reasonable.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	49	"[what]"
doctor_day2_evening_exploration_c4d31b7f		They will only grow worse as the night wears on, which will not be in my favour.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	49	"[what]"
doctor_day2_evening_exploration_38f1756b		I feel very much at a crossroads.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	57	"[what]"
doctor_day2_evening_exploration_7c0a5330		What I decide to do now may mean the difference between life and death.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	57	"[what]"
doctor_day2_evening_exploration_d46db12c		So what shall it be?	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	57	"[what]"
doctor_day2_evening_exploration_ba8f43bf		It's getting very late, I should go to bed.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	75	"[what]"
doctor_day2_evening_bedroom_lad_a41b50c2	doctor	Mr Harring, are you there?	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	90	doctor "[what]"
doctor_day2_evening_bedroom_lad_407bd55a		For a moment there is no answer.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	94	"[what]"
doctor_day2_evening_bedroom_lad_460542d9		Then I hear a faint voice from behind the door.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	94	"[what]"
doctor_day2_evening_bedroom_lad_37b9cba7	lad	Doctor Baldwin, is that you?	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	100	lad "[what]"
doctor_day2_evening_bedroom_lad_f9eacf96	doctor	Yes.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	104	doctor "[what]"
doctor_day2_evening_bedroom_lad_e97e9b9c	doctor	I should like a word with you, it is rather important.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	104	doctor "[what]"
doctor_day2_evening_bedroom_lad_855c13b0	doctor	May I come in?	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	104	doctor "[what]"
doctor_day2_evening_bedroom_lad_e41d4371	lad	Well, I don't know, doctor.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	112	lad "[what]"
doctor_day2_evening_bedroom_lad_049afa8e	lad	I've already dragged a desk in front of the door.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	112	lad "[what]"
doctor_day2_evening_bedroom_lad_4dc71861	lad	Might be better if we did the talking through it.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	112	lad "[what]"
doctor_day2_evening_bedroom_lad_4c394dbd	doctor	I am afraid it is a very sensitive matter.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	120	doctor "[what]"
doctor_day2_evening_bedroom_lad_82806fe8	doctor	I would not care for anyone overhearing us.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	120	doctor "[what]"
doctor_day2_evening_bedroom_lad_900f89cc	lad	Oh.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	126	lad "[what]"
doctor_day2_evening_bedroom_lad_2f909b6e	lad	In that case, it is probably best if we wait until the morning.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	126	lad "[what]"
doctor_day2_evening_bedroom_lad_020a38b5	lad	It will be easier to talk then.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	126	lad "[what]"
doctor_day2_evening_bedroom_lad_bf2d7161	lad	Good night, doctor.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	126	lad "[what]"
doctor_day2_evening_bedroom_lad_79e4b441	doctor	No, it might be too late by then, I need to...	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	136	doctor "[what]"
doctor_day2_evening_bedroom_lad_a026462f		I hear his footsteps recede and the faint creak of floorboards further inside the room.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	140	"[what]"
doctor_day2_evening_bedroom_lad_ca3182e3		It seems Mr Harring has no intention of opening his door tonight.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	140	"[what]"
doctor_day2_evening_bedroom_lad_d591ce68		I had better try somewhere else.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	140	"[what]"
doctor_day2_evening_bedroom_broken_57b10e78		Thomas Moody's room looks exactly as it did this morning.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	155	"[what]"
doctor_day2_evening_bedroom_broken_cf8ae22f		With all that has transpired since, I have scarcely given a thought to the mystery of Thomas Moody's mask.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	161	"[what]"
doctor_day2_evening_bedroom_broken_49b37845		It is one more reason to question everything that is happening in this house.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	161	"[what]"
doctor_day2_evening_bedroom_broken_9ccef5b4		But there is nothing I can do about it from here.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	161	"[what]"
doctor_day2_evening_bedroom_broken_90736cdf		I should leave.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	161	"[what]"
doctor_day2_evening_bedroom_broken_71f68daf		The poor man's body lies just as before upon the bed.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	173	"[what]"
doctor_day2_evening_bedroom_broken_b5c3255c		This morning I chose not to look beneath his mask, out of respect.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	173	"[what]"
doctor_day2_evening_bedroom_broken_b30cb95d		After all that has occurred since, that restraint feels misplaced.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	173	"[what]"
doctor_day2_evening_bedroom_broken_c05fd359		I am compelled to examine him more closely.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	173	"[what]"
doctor_day2_evening_bedroom_broken_7aedb816		I step nearer to the bed and lean over him.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	173	"[what]"
doctor_day2_evening_bedroom_broken_022ffc4e		At once I notice small details, such as the way the face beneath the mask does not seem as peaceful as it ought.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	173	"[what]"
doctor_day2_evening_bedroom_broken_86a81ea9		Almost before I realise what I am doing, my hand reaches for the mask and I lift it away.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	173	"[what]"
doctor_day2_evening_sleep_alone_7e62fa32		I reach my room alone.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	200	"[what]"
doctor_day2_evening_sleep_alone_1eed8b87		I lock my door and do what I can to secure it.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	200	"[what]"
doctor_day2_evening_sleep_alone_1d146fb8		Then I drag a chair and the small chest of drawers against the door, in case Lady Claythorn or one of her accomplices decides to pay me a visit.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	208	"[what]"
doctor_day2_evening_sleep_alone_62f16456		Now that everything is in place, I lie down upon the bed, fully dressed in case I need to move quickly.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	214	"[what]"
doctor_day2_evening_sleep_alone_209fab0a		I do not know how long I have slept when a faint sound rouses me.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	226	"[what]"
doctor_day2_evening_sleep_alone_df755367		It is a soft scrape, close by my ear, out of place in the stillness of the room.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	226	"[what]"
doctor_day2_evening_sleep_alone_73cd425c		Before I can stir, a hand clamps hard across my mouth, stifling any cry.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	232	"[what]"
doctor_day2_evening_sleep_alone_f1ef8c14		The weight of a body leans over me, pinning me to the mattress.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	232	"[what]"
doctor_day2_evening_sleep_alone_072fae23		I clutch at the arm that holds me, but my limbs feel heavy and slow, still dulled by sleep.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	238	"[what]"
doctor_day2_evening_sleep_alone_40f3c50a		My heart hammers so loudly that I can scarcely hear my own thoughts.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	238	"[what]"
doctor_day2_evening_sleep_alone_4fea3f46		Something cold touches the bare skin of my throat.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	244	"[what]"
doctor_day2_evening_sleep_alone_d0a621b7		For one dreadful instant I understand exactly what is about to happen.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	244	"[what]"
doctor_day2_evening_sleep_alone_2fb39dde		Pain sears across my neck in a sudden, burning line.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	250	"[what]"
doctor_day2_evening_sleep_alone_d28c3f41		Hot wetness spills down my collar, soaking the front of my shirt.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	250	"[what]"
doctor_day2_evening_sleep_alone_c3302e5c		I struggle blindly, fingers clawing at the air and at the implacable hand that silences me.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	256	"[what]"
doctor_day2_evening_sleep_alone_362e000f		My strength ebbs almost at once, as if it were pouring away with my blood.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	256	"[what]"
doctor_day2_evening_bedroom_drunk_ce054acb		I am back in Samuel Manning's room.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	269	"[what]"
doctor_day2_evening_bedroom_drunk_8b8268b7		It is still a mess.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	269	"[what]"
doctor_day2_evening_bedroom_drunk_43caf680		But now Samuel Manning is lying on his bed, seemingly at peace.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	269	"[what]"
doctor_day2_evening_bedroom_drunk_32e86d60		I remember that Captain Sinha and Ted Harring carried him here.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	269	"[what]"
doctor_day2_evening_bedroom_drunk_f4183f14		I do not know why I have come back.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	269	"[what]"
doctor_day2_evening_bedroom_drunk_65e94b9a		Perhaps I wished to look one last time upon the man I killed.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	269	"[what]"
doctor_day2_evening_bedroom_drunk_fa02ea2f		I approach the bed.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	269	"[what]"
doctor_day2_evening_bedroom_drunk_e2d4df38		He looks peaceful.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	269	"[what]"
doctor_day2_evening_bedroom_drunk_6ca47554		I try to convince myself that I had no choice, that it was either him or me.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	269	"[what]"
doctor_day2_evening_bedroom_drunk_1e31d014		But that does not make the guilt go away.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	269	"[what]"
doctor_day2_evening_bedroom_drunk_11457f1b		My thoughts return to the simple letter that set all of this in motion.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	269	"[what]"
doctor_day2_evening_bedroom_drunk_e8420c3c		I wonder if it is still here.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	269	"[what]"
doctor_day2_evening_bedroom_drunk_a5873639		I look around and do not find it on the desk.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	269	"[what]"
doctor_day2_evening_bedroom_drunk_2e387f48		Then I spot something in the fire.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	269	"[what]"
doctor_day2_evening_bedroom_drunk_7a53412d		The letter is there, burned so badly I cannot make out what was written.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	269	"[what]"
doctor_day2_evening_bedroom_drunk_1283c114		If I had hoped to use it as proof of my innocence, I am too late.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	269	"[what]"
doctor_day2_evening_bedroom_drunk_e6b4a997		Samuel Manning has taken care to erase all trace of his plans.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	269	"[what]"
doctor_day2_evening_bedroom_drunk_671b247a		There is no point in lingering here any longer.	game/scripts/doctor/Day 2/3_Evening/2_exploration.rpy	269	"[what]"
doctor_day3_morning_captain_f9a18797	captain	Doctor Baldwin.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	5	captain "[what]"
doctor_day3_morning_captain_e711e3ec	captain	Doctor Baldwin, are you awake?	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	5	captain "[what]"
doctor_day3_morning_captain_495b477a		I slowly open my eyes to find Captain Sinha standing over me.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	11	"[what]"
doctor_day3_morning_captain_5da2c0c3	doctor	Yes, Captain.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	15	doctor "[what]"
doctor_day3_morning_captain_eb72e573	doctor	I am awake.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	15	doctor "[what]"
doctor_day3_morning_captain_e9f0734f	captain	I apologise for the intrusion, Doctor, but it is already well past eight o'clock.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	21	captain "[what]"
doctor_day3_morning_captain_5e284df6	captain	I believe we should leave the room without delay.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	21	captain "[what]"
doctor_day3_morning_captain_60866fce	doctor	Very well.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	27	doctor "[what]"
doctor_day3_morning_captain_e52794ef	doctor	Give me a moment.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	27	doctor "[what]"
doctor_day3_morning_captain_2130b4d1	captain	Of course.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	33	captain "[what]"
doctor_day3_morning_captain_dd983e9c		A quick glance at Sushil Sinha tells me he is perfectly prepared.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	37	"[what]"
doctor_day3_morning_captain_919fa83b		I do not know when he woke up, but he must have been waiting for quite some time.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	37	"[what]"
doctor_day3_morning_captain_05fd4dae		In contrast, I must look a terrible sight.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	45	"[what]"
doctor_day3_morning_captain_f781a882		I have been sweating all night, my body aching for a dose of laudanum.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	45	"[what]"
doctor_day3_morning_captain_cc7e974f		Fortunately, I was not in my own room, or I might have relapsed.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	45	"[what]"
doctor_day3_morning_captain_b76a5455		I can only hope that today will be easier.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	45	"[what]"
doctor_day3_morning_captain_0dc15347	captain	I suggest we go to the dining room first.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	55	captain "[what]"
doctor_day3_morning_captain_c390d8b6	captain	We should see who is already awake.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	55	captain "[what]"
doctor_day3_morning_captain_87ecaf12	doctor	That seems reasonable.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	61	doctor "[what]"
doctor_day3_morning_captain_12fa5f81		I make myself as presentable as I can, and we set off together.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	65	"[what]"
doctor_day3_morning_captain_f40704df	captain	This is odd.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	73	captain "[what]"
doctor_day3_morning_captain_9f33ddaa	captain	There is no one here.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	73	captain "[what]"
doctor_day3_morning_captain_92cd573c	doctor	And breakfast has not been laid out either.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	79	doctor "[what]"
doctor_day3_morning_captain_3be84a08	captain	Which is unusual, considering the hour.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	83	captain "[what]"
doctor_day3_morning_captain_eb07bfc8	doctor	Indeed.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	87	doctor "[what]"
doctor_day3_morning_captain_4dda53ea	doctor	Perhaps we should look elsewhere.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	87	doctor "[what]"
doctor_day3_morning_captain_77899981	captain	I agree.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	93	captain "[what]"
doctor_day3_morning_captain_fbd29ef8	captain	The kitchen would be the logical next stop.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	93	captain "[what]"
doctor_day3_morning_captain_52ab9905	doctor	Let us go.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	99	doctor "[what]"
doctor_day3_morning_captain_7219e3e0	captain	It is completely silent.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	107	captain "[what]"
doctor_day3_morning_captain_89d70c9a	captain	That is not normal.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	107	captain "[what]"
doctor_day3_morning_captain_a6820510	captain	Something is very wrong.	game/scripts/doctor/Day 3/1_Morning/2a_captain.rpy	107	captain "[what]"
